loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,home_ownership,verification_status,term_bin,target
12000.0,12000.0,12000.0,0.12689999999999999,402.54,75000.0,10.78,0.0,0.0,12.0,0.0,23336.0,0.6709999999999999,34.0,13947.98916,13947.99,12000.0,1947.99,0.0,0.0,0.0,6315.3,0,1,0,0
9000.0,9000.0,9000.0,0.1349,305.38,30000.0,10.08,0.0,1.0,4.0,0.0,10452.0,0.917,9.0,2270.7,2270.7,1256.14,570.26,0.0,444.3,4.16,305.38,1,1,0,1
3000.0,3000.0,3000.0,0.09910000000000001,96.68,15000.0,12.56,0.0,2.0,11.0,0.0,7323.0,0.431,11.0,3480.269999,3480.27,3000.0,480.27,0.0,0.0,0.0,102.43,1,1,0,0
10000.0,10000.0,10000.0,0.1065,325.74,100000.0,7.06,0.0,2.0,14.0,0.0,11997.0,0.555,29.0,7471.99,7471.99,5433.47,1393.42,0.0,645.1,6.3145,325.74,1,1,0,1
1000.0,1000.0,1000.0,0.1629,35.31,28000.0,20.31,0.0,1.0,11.0,0.0,6524.0,0.815,23.0,1270.716942,1270.72,1000.0,270.72,0.0,0.0,0.0,36.32,1,0,0,0
10000.0,10000.0,10000.0,0.1527,347.98,42000.0,18.6,0.0,2.0,14.0,0.0,24043.0,0.7020000000000001,28.0,12527.15,12527.15,10000.0,2527.15,0.0,0.0,0.0,370.46,1,0,0,0
3600.0,3600.0,3600.0,0.0603,109.57,110000.0,10.52,0.0,0.0,20.0,0.0,22836.0,0.16,42.0,3785.271965,3785.27,3600.0,185.27,0.0,0.0,0.0,583.45,0,0,0,0
6000.0,6000.0,6000.0,0.11710000000000001,198.46,84000.0,18.44,2.0,0.0,4.0,0.0,0.0,0.37729999999999997,14.0,7167.072893,7167.07,6000.0,1152.07,15.00000003,0.0,0.0,16.98,0,1,0,0
9200.0,9200.0,9200.0,0.0603,280.01,77385.19,9.86,0.0,0.0,8.0,0.0,7314.0,0.231,28.0,9460.000848,9460.0,9200.0,260.0,0.0,0.0,0.0,8061.1,1,0,0,0
20250.0,20250.0,19142.16108,0.1527,484.63,43370.0,26.53,0.0,3.0,8.0,0.0,17813.0,0.856,22.0,27679.05,25433.6,20250.0,7429.05,0.0,0.0,0.0,6024.09,1,1,1,0
21000.0,21000.0,21000.0,0.1242,701.73,105000.0,13.22,0.0,0.0,7.0,0.0,32135.0,0.903,38.0,14025.4,14025.4,10694.96,3330.44,0.0,0.0,0.0,701.73,1,1,0,1
10000.0,10000.0,10000.0,0.11710000000000001,330.76,50000.0,11.18,0.0,0.0,8.0,0.0,10056.0,0.8240000000000001,21.0,11907.35,11907.35,10000.0,1907.35,0.0,0.0,0.0,349.21,0,1,0,0
10000.0,10000.0,10000.0,0.11710000000000001,330.76,50000.0,16.01,0.0,0.0,6.0,0.0,17800.0,0.9179999999999999,17.0,11540.89198,11540.89,10000.0,1540.89,0.0,0.0,0.0,4942.63,1,0,0,0
6000.0,6000.0,6000.0,0.11710000000000001,198.46,76000.0,2.4,0.0,1.0,7.0,0.0,5963.0,0.297,7.0,2050.14,2050.14,1305.58,475.25,0.0,269.31,2.57,198.46,1,0,0,1
15000.0,15000.0,15000.0,0.09910000000000001,483.38,92000.0,29.44,0.0,0.0,8.0,0.0,13707.0,0.9390000000000001,31.0,15823.99905,15824.0,15000.0,824.0,0.0,0.0,0.0,2447.05,0,1,0,0
5000.0,5000.0,5000.0,0.1677,123.65,50004.0,13.97,3.0,0.0,14.0,0.0,4345.0,0.595,22.0,1609.12,1609.12,629.05,719.11,0.0,260.96,2.3,123.65,1,0,1,1
4000.0,4000.0,4000.0,0.11710000000000001,132.31,106000.0,5.63,1.0,0.0,12.0,0.0,6110.0,0.377,44.0,4486.293519,4486.29,4000.0,486.29,0.0,0.0,0.0,2638.77,0,0,0,0
8500.0,8500.0,8500.0,0.11710000000000001,281.15,25000.0,12.19,0.0,0.0,8.0,0.0,6441.0,0.591,12.0,10126.08844,10126.09,8500.0,1626.09,0.0,0.0,0.0,581.59,1,1,0,0
4375.0,4375.0,4375.0,0.0751,136.11,17108.0,20.34,0.0,0.0,6.0,0.0,11210.0,0.8690000000000001,12.0,4899.96,4899.96,4375.0,524.96,0.0,0.0,0.0,144.94,0,1,0,0
31825.0,31825.0,31825.0,0.079,995.82,75000.0,14.03,0.0,0.0,12.0,0.0,23151.0,0.27399999999999997,26.0,34886.91378,34886.91,31825.0,3061.91,0.0,0.0,0.0,16966.7,0,1,0,0
5000.0,5000.0,5000.0,0.08900000000000001,158.77,24044.0,11.93,0.0,0.0,8.0,0.0,2224.0,0.293,16.0,5715.56,5715.56,5000.0,715.56,0.0,0.0,0.0,163.64,1,1,0,0
7000.0,7000.0,7000.0,0.15960000000000002,245.97,34000.0,6.35,0.0,1.0,6.0,0.0,6113.0,0.605,6.0,8854.510004,8854.51,7000.0,1854.51,0.0,0.0,0.0,260.74,1,1,0,0
12400.0,12400.0,12400.0,0.1065,403.91,41000.0,11.8,0.0,2.0,9.0,0.0,11095.0,0.5720000000000001,12.0,14540.67999,14540.68,12400.0,2140.68,0.0,0.0,0.0,417.61,1,0,0,0
10800.0,10800.0,10800.0,0.09910000000000001,348.03,55596.0,5.5,0.0,0.0,7.0,0.0,2535.0,0.133,18.0,12159.18687,12159.19,10800.0,1359.19,0.0,0.0,0.0,3483.79,1,1,0,0
15000.0,15000.0,15000.0,0.079,469.36,45000.0,8.48,0.0,0.0,7.0,0.0,6704.0,0.504,27.0,16663.34403,16663.34,15000.0,1663.34,0.0,0.0,0.0,5872.8,1,1,0,0
6000.0,6000.0,6000.0,0.1242,200.5,36852.0,10.62,0.0,1.0,7.0,0.0,7310.0,0.665,12.0,7127.722011,7127.72,6000.0,1127.72,0.0,0.0,0.0,1923.53,1,1,0,0
9600.0,9600.0,9600.0,0.0751,298.67,68004.0,6.63,0.0,0.0,6.0,0.0,2896.0,0.18100000000000002,11.0,10751.86997,10751.87,9600.0,1151.87,0.0,0.0,0.0,311.56,1,1,0,0
12000.0,12000.0,12000.0,0.079,375.49,62300.0,16.7,0.0,0.0,15.0,0.0,8601.0,0.21,25.0,13517.36,13517.36,12000.0,1517.36,0.0,0.0,0.0,380.98,1,0,0,0
3000.0,3000.0,3000.0,0.1825,108.84,65000.0,17.39,0.0,0.0,8.0,0.0,43936.0,0.981,22.0,3917.949999,3917.95,3000.0,917.95,0.0,0.0,0.0,115.38,0,0,0,0
4400.0,4400.0,4400.0,0.1677,156.37,55000.0,20.01,0.0,0.0,7.0,0.0,25237.0,0.99,11.0,5629.270001,5629.27,4400.0,1229.27,0.0,0.0,0.0,162.44,1,0,0,0
6000.0,6000.0,6000.0,0.0603,182.62,45600.0,5.34,0.0,1.0,6.0,0.0,3378.0,0.325,28.0,6065.86,6065.86,6000.0,65.86,0.0,0.0,0.0,15.01,0,0,0,0
14000.0,14000.0,14000.0,0.09910000000000001,451.15,80000.0,10.0,0.0,1.0,7.0,0.0,2219.0,0.134,40.0,16241.38,16241.38,14000.0,2241.38,0.0,0.0,0.0,457.91,1,0,0,0
5000.0,5000.0,5000.0,0.08900000000000001,158.77,100000.0,16.33,0.0,0.0,17.0,0.0,74351.0,0.621,35.0,5021.37,5021.37,4217.38,696.99,0.0,107.0,1.07,158.77,0,1,0,1
10000.0,10000.0,10000.0,0.1065,325.74,27000.0,11.47,0.0,0.0,7.0,0.0,7814.0,0.523,10.0,11726.32,11726.32,10000.0,1726.32,0.0,0.0,0.0,332.92,1,1,0,0
10000.0,10000.0,10000.0,0.0603,304.36,60000.0,12.74,0.0,1.0,11.0,0.0,14019.0,0.195,18.0,10282.70571,10282.71,10000.0,282.71,0.0,0.0,0.0,8762.05,1,0,0,0
11000.0,11000.0,11000.0,0.0662,337.75,70000.0,10.85,0.0,0.0,5.0,0.0,11638.0,0.364,7.0,12158.61,12158.61,11000.0,1158.61,0.0,0.0,0.0,346.13,1,0,0,0
15000.0,15000.0,15000.0,0.09910000000000001,483.38,80000.0,9.12,0.0,2.0,9.0,0.0,11845.0,0.637,28.0,16177.77,16177.77,13556.45,2374.34,24.17,222.81,36.3708,483.38,0,0,0,1
25600.0,25600.0,25350.0,0.09910000000000001,824.96,110000.0,15.71,0.0,0.0,11.0,0.0,26088.0,0.62,27.0,29698.51,29408.49,25600.0,4098.51,0.0,0.0,0.0,838.27,1,1,0,0
7000.0,7000.0,7000.0,0.1065,228.02,40000.0,7.38,0.0,0.0,7.0,0.0,12168.0,0.929,12.0,8208.410003,8208.41,7000.0,1208.41,0.0,0.0,0.0,240.27,1,0,0,0
12000.0,12000.0,12000.0,0.15960000000000002,421.65,50000.0,20.88,0.0,2.0,11.0,0.0,15793.0,0.9079999999999999,11.0,3521.95,3521.95,1903.66,1039.35,0.0,578.94,5.49,421.65,1,0,0,1
12000.0,12000.0,12000.0,0.09910000000000001,386.7,46000.0,8.11,0.0,1.0,11.0,0.0,12143.0,0.521,12.0,13751.14474,13751.14,12000.0,1751.14,0.0,0.0,0.0,964.73,1,0,0,0
21000.0,21000.0,20975.0,0.1991,555.33,50000.0,21.58,0.0,1.0,7.0,0.0,19448.0,0.976,14.0,18319.14,18297.35,8990.81,9328.33,0.0,0.0,0.0,555.33,1,1,1,1
16000.0,16000.0,15950.0,0.1991,423.11,81000.0,20.52,0.0,3.0,12.0,0.0,27884.0,0.7509999999999999,21.0,20882.09701,20816.84,16000.0,4882.1,0.0,0.0,0.0,9931.02,1,1,1,0
10000.0,10000.0,10000.0,0.1242,334.16,39000.0,18.58,0.0,0.0,5.0,0.0,12874.0,0.727,10.0,11477.10378,11477.1,10000.0,1477.1,0.0,0.0,0.0,5803.94,0,0,0,0
10000.0,10000.0,10000.0,0.1065,325.74,51400.0,19.14,0.0,3.0,10.0,0.0,10160.0,0.591,24.0,10576.43411,10576.43,10000.0,576.43,0.0,0.0,0.0,8627.74,1,0,0,0
7100.0,7100.0,7100.0,0.1677,252.33,33000.0,24.0,0.0,2.0,4.0,0.0,6021.0,0.912,8.0,9083.530005,9083.53,7100.0,1983.53,0.0,0.0,0.0,262.78,0,1,0,0
13000.0,13000.0,13000.0,0.12689999999999999,293.74,30000.0,13.72,0.0,0.0,17.0,0.0,17080.0,0.589,27.0,17402.23999,17402.24,13000.0,4402.24,0.0,0.0,0.0,3596.46,0,1,1,0
17500.0,8950.0,8925.0,0.1727,223.74,40000.0,19.47,0.0,1.0,5.0,0.0,10724.0,0.589,6.0,13227.10001,13190.15,8950.0,4277.1,0.0,0.0,0.0,2487.58,1,1,1,0
17675.0,17675.0,17675.0,0.1465,417.25,50000.0,16.46,0.0,2.0,6.0,0.0,6661.0,0.574,14.0,21323.86749,21323.87,17675.0,3648.87,0.0,0.0,0.0,13814.81,1,1,1,0
8000.0,8000.0,8000.0,0.1677,284.31,62000.0,21.64,0.0,3.0,14.0,0.0,6088.0,0.669,20.0,10273.24,10273.24,8000.0,2258.24,15.0,0.0,0.0,606.54,1,0,0,0
10000.0,10000.0,9975.0,0.1065,215.69,45996.0,21.73,0.0,1.0,7.0,0.0,11170.0,0.301,15.0,8772.91,8751.08,5495.38,2429.23,1.0,847.3,152.514,1.0,1,1,1,1
3500.0,3500.0,3500.0,0.1065,114.01,55000.0,5.39,0.0,1.0,9.0,0.0,6611.0,0.45899999999999996,12.0,4104.209999,4104.21,3500.0,604.21,0.0,0.0,0.0,118.32,0,0,0,0
12500.0,8925.0,8925.0,0.1727,223.11,30000.0,13.16,0.0,0.0,7.0,1.0,9844.0,0.708,28.0,5577.75,5577.75,2812.82,2742.43,0.0,22.5,0.0,223.11,1,1,1,1
16425.0,16425.0,16425.0,0.1427,563.53,44544.0,22.71,0.0,1.0,10.0,0.0,15747.0,0.8340000000000001,18.0,18174.82881,18174.83,16425.0,1749.83,0.0,0.0,0.0,13108.71,1,1,0,0
8200.0,8200.0,8200.0,0.21280000000000002,223.14,75000.0,12.48,0.0,3.0,6.0,0.0,9012.0,0.7390000000000001,11.0,4173.57,4173.57,1525.83,2265.85,0.0,381.89,3.6,223.14,1,1,1,1
15000.0,15000.0,15000.0,0.1465,517.42,61000.0,11.88,0.0,1.0,8.0,0.0,19397.0,0.795,18.0,18565.14804,18565.15,15000.0,3565.15,0.0,0.0,0.0,2533.38,0,1,0,0
20975.0,13575.0,13550.0,0.17579999999999998,341.63,44000.0,18.79,0.0,0.0,13.0,1.0,20657.0,0.794,21.0,18112.46087,18079.1,13575.0,4537.46,0.0,0.0,0.0,9245.21,0,1,1,0
6400.0,6400.0,6400.0,0.1677,227.45,75000.0,20.22,0.0,0.0,9.0,0.0,7159.0,0.675,27.0,4776.45,4776.45,3334.25,1431.91,0.0,10.29,0.0,227.45,1,0,0,1
3000.0,3000.0,3000.0,0.1349,101.8,33600.0,18.11,0.0,0.0,4.0,0.0,2745.0,0.8320000000000001,7.0,3247.889478,3247.89,3000.0,247.89,0.0,0.0,0.0,2539.58,1,0,0,0
12000.0,12000.0,12000.0,0.1677,426.47,50000.0,20.57,0.0,1.0,13.0,0.0,11443.0,0.97,19.0,15352.47999,15352.48,12000.0,3352.48,0.0,0.0,0.0,441.52,1,0,0,0
14400.0,14400.0,14400.0,0.08900000000000001,457.25,150000.0,14.85,0.0,0.0,12.0,0.0,63864.0,0.55,38.0,16460.85,16460.85,14400.0,2060.85,0.0,0.0,0.0,464.02,0,1,0,0
12000.0,12000.0,12000.0,0.1465,413.94,90000.0,16.56,0.0,2.0,12.0,0.0,17116.0,0.785,36.0,12699.71201,12699.71,12000.0,699.71,0.0,0.0,0.0,11046.6,1,0,0,0
11000.0,11000.0,11000.0,0.1349,373.24,48000.0,21.82,0.0,3.0,15.0,0.0,11382.0,0.65,29.0,13418.28,13418.28,11000.0,2418.28,0.0,0.0,0.0,1491.29,0,1,0,0
7250.0,7200.0,7175.0,0.2167,197.51,75000.0,24.82,0.0,2.0,9.0,1.0,21706.0,0.912,19.0,8204.774089,8176.29,7200.0,1004.77,0.0,0.0,0.0,6824.7,1,1,1,0
15000.0,15000.0,15000.0,0.079,469.36,52000.0,9.65,0.0,1.0,11.0,0.0,1616.0,0.067,29.0,15557.68008,15557.68,15000.0,557.68,0.0,0.0,0.0,312.74,0,0,0,0
18000.0,18000.0,18000.0,0.1991,475.99,65000.0,6.81,0.0,0.0,10.0,0.0,11745.0,0.778,40.0,26034.66002,26034.66,18000.0,8010.86,23.80000006,0.0,0.0,10783.73,0,0,1,0
35000.0,22075.0,22050.0,0.1727,551.84,150000.0,7.51,0.0,1.0,11.0,0.0,7334.0,0.5329999999999999,31.0,28887.10007,28854.39,22075.0,6812.1,0.0,0.0,0.0,15660.22,0,1,1,0
10000.0,10000.0,10000.0,0.1427,343.09,68000.0,15.39,0.0,1.0,9.0,0.0,11303.0,0.813,15.0,10672.89443,10672.89,10000.0,672.89,0.0,0.0,0.0,8962.31,1,1,0,0
11800.0,11800.0,11800.0,0.12689999999999999,395.83,42000.0,9.86,0.0,0.0,4.0,0.0,8940.0,0.748,13.0,14249.84001,14249.84,11800.0,2449.84,0.0,0.0,0.0,419.36,1,1,0,0
4500.0,4500.0,4500.0,0.0603,136.96,53000.0,4.44,0.0,0.0,7.0,0.0,8630.0,0.139,17.0,4930.555891,4930.56,4500.0,430.56,0.0,0.0,0.0,138.95,1,1,0,0
7000.0,7000.0,7000.0,0.12689999999999999,234.82,35000.0,11.35,0.0,2.0,10.0,0.0,7649.0,0.823,26.0,8453.260001,8453.26,7000.0,1453.26,0.0,0.0,0.0,248.19,1,1,0,0
9200.0,9200.0,9200.0,0.1242,307.43,60000.0,19.96,0.0,3.0,8.0,0.0,23299.0,0.787,19.0,10482.84389,10482.84,9200.0,1282.84,0.0,0.0,0.0,365.48,1,1,0,0
4500.0,4500.0,4475.0,0.1065,97.06,42000.0,5.4,0.0,0.0,4.0,0.0,8220.0,0.7829999999999999,9.0,4910.673856,4883.39,4500.0,410.67,0.0,0.0,0.0,3946.24,0,1,1,0
12000.0,12000.0,12000.0,0.1629,423.61,88365.0,16.85,0.0,0.0,6.0,0.0,22936.0,0.9640000000000001,15.0,14688.34153,14688.34,12000.0,2688.34,0.0,0.0,0.0,5800.45,1,1,0,0
12000.0,12000.0,12000.0,0.1349,407.17,72000.0,21.33,0.0,1.0,11.0,0.0,3419.0,0.276,19.0,13990.92132,13990.92,12000.0,1990.92,0.0,0.0,0.0,426.26,1,1,0,0
12000.0,12000.0,12000.0,0.1065,390.88,62000.0,23.94,0.0,0.0,10.0,0.0,20310.0,0.784,51.0,12780.07239,12780.07,12000.0,780.07,0.0,0.0,0.0,10046.57,1,1,0,0
7000.0,7000.0,7000.0,0.1065,228.02,43680.0,5.38,0.0,0.0,7.0,0.0,6245.0,0.7809999999999999,11.0,7689.273614,7689.27,7000.0,689.27,0.0,0.0,0.0,4958.61,0,0,0,0
8200.0,8200.0,8200.0,0.1942,214.62,120000.0,2.8,0.0,2.0,5.0,0.0,10392.0,0.884,6.0,11909.45001,11909.45,8200.0,3709.45,0.0,0.0,0.0,4625.07,1,1,1,0
10500.0,10500.0,10500.0,0.12689999999999999,352.23,66000.0,20.73,1.0,2.0,8.0,0.0,5790.0,0.512,26.0,11233.31941,11233.32,10500.0,733.32,0.0,0.0,0.0,4421.32,1,1,0,0
7000.0,7000.0,7000.0,0.11710000000000001,231.54,39120.0,21.01,0.0,0.0,8.0,1.0,9414.0,0.524,26.0,7933.963623,7933.96,7000.0,933.96,0.0,0.0,0.0,4235.03,0,0,0,0
20000.0,12800.0,12775.0,0.11710000000000001,282.86,47800.0,10.04,0.0,0.0,15.0,0.0,16447.0,0.46299999999999997,27.0,15169.30547,15139.68,12800.0,2369.31,0.0,0.0,0.0,9242.39,0,1,1,0
17500.0,17500.0,17500.0,0.1727,437.47,45000.0,21.31,0.0,2.0,13.0,0.0,20129.0,0.861,26.0,10037.1,10037.1,3077.85,3473.25,0.0,3486.0,625.617,437.47,0,0,1,1
3500.0,3500.0,3500.0,0.0603,106.53,83000.0,2.31,0.0,0.0,6.0,0.0,3092.0,0.134,28.0,3834.858171,3834.86,3500.0,334.86,0.0,0.0,0.0,107.86,0,1,0,0
6200.0,6200.0,6200.0,0.09910000000000001,199.8,25000.0,20.64,0.0,2.0,7.0,0.0,6533.0,0.47700000000000004,12.0,2452.22,2452.22,1700.79,493.16,0.0,258.27,2.54,199.8,1,0,0,1
16000.0,16000.0,16000.0,0.17579999999999998,402.65,65000.0,15.56,0.0,0.0,8.0,0.0,21166.0,0.871,16.0,24011.06,24011.06,16000.0,8011.06,0.0,0.0,0.0,3073.26,1,0,1,0
6000.0,6000.0,6000.0,0.08900000000000001,190.52,28800.0,13.17,0.0,0.0,11.0,0.0,5269.0,0.368,13.0,6858.700001,6858.7,6000.0,858.7,0.0,0.0,0.0,198.47,0,0,0,0
7200.0,7200.0,7200.0,0.09910000000000001,232.02,135000.0,6.12,0.0,0.0,7.0,0.0,16627.0,0.7959999999999999,18.0,8352.709998,8352.71,7200.0,1152.71,0.0,0.0,0.0,240.64,1,0,0,0
9500.0,9500.0,9500.0,0.08900000000000001,301.66,50000.0,8.18,0.0,0.0,8.0,0.0,13422.0,0.605,13.0,10495.82126,10495.82,9500.0,995.82,0.0,0.0,0.0,5378.43,0,0,0,0
18825.0,18825.0,18800.0,0.1677,465.53,38000.0,23.18,0.0,0.0,6.0,0.0,11004.0,0.797,7.0,18749.25,18724.53,8087.75,6786.71,0.0,3874.79,670.8193,465.53,1,1,1,1
24000.0,24000.0,24000.0,0.1065,781.76,45000.0,14.8,0.0,0.0,5.0,0.0,24708.0,0.552,9.0,28143.25001,28143.25,24000.0,4143.25,0.0,0.0,0.0,791.58,1,1,0,0
6000.0,6000.0,6000.0,0.1349,203.59,80000.0,11.58,0.0,0.0,8.0,0.0,15499.0,0.838,16.0,7328.920002,7328.92,6000.0,1328.92,0.0,0.0,0.0,212.86,1,0,0,0
6000.0,6000.0,6000.0,0.1349,203.59,50000.0,15.38,0.0,1.0,6.0,0.0,15191.0,0.915,7.0,7328.920002,7328.92,6000.0,1328.92,0.0,0.0,0.0,214.39,1,0,0,0
2100.0,2100.0,2100.0,0.1242,70.18,30000.0,19.72,0.0,1.0,12.0,0.0,12183.0,0.8290000000000001,26.0,2553.84,2553.84,2100.0,423.84,30.0,0.0,0.0,72.44,0,0,0,0
5500.0,5500.0,5500.0,0.0662,168.88,110000.0,9.69,0.0,0.0,7.0,0.0,14136.0,0.21899999999999997,26.0,6079.289999,6079.29,5500.0,579.29,0.0,0.0,0.0,178.58,0,1,0,0
11000.0,11000.0,11000.0,0.0662,337.75,45608.0,20.5,0.0,0.0,7.0,0.0,10677.0,0.5870000000000001,11.0,12158.61,12158.61,11000.0,1158.61,0.0,0.0,0.0,349.86,0,1,0,0
26800.0,26800.0,26800.0,0.2089,723.38,120000.0,12.15,0.0,0.0,13.0,0.0,14772.0,0.48,18.0,32895.86293,32895.86,26800.0,6095.86,0.0,0.0,0.0,23499.05,0,1,1,0
8000.0,8000.0,8000.0,0.12689999999999999,268.36,35000.0,10.05,0.0,0.0,7.0,0.0,6842.0,0.977,18.0,9000.143229,9000.14,8000.0,1000.14,0.0,0.0,0.0,5514.5,0,0,0,0
10000.0,10000.0,10000.0,0.1825,362.78,75000.0,24.14,0.0,0.0,9.0,0.0,22828.0,0.963,26.0,11730.6,11730.6,8320.22,3145.08,36.24699818,229.06,2.2906,200.0,1,1,0,1
8000.0,8000.0,8000.0,0.11710000000000001,264.61,35000.0,9.7,0.0,0.0,7.0,0.0,6142.0,0.465,8.0,9435.85818,9435.86,8000.0,1435.86,0.0,0.0,0.0,2295.56,0,1,0,0
10000.0,10000.0,10000.0,0.08900000000000001,317.54,24000.0,7.0,0.0,0.0,6.0,0.0,6734.0,0.495,21.0,10869.33055,10869.33,10000.0,869.33,0.0,0.0,0.0,6743.26,1,1,0,0
12000.0,12000.0,12000.0,0.11710000000000001,396.92,126000.0,13.32,0.0,0.0,17.0,0.0,32711.0,0.541,38.0,14183.43257,14183.43,12000.0,2183.43,0.0,0.0,0.0,3074.04,0,0,0,0
10000.0,10000.0,10000.0,0.079,312.91,43000.0,25.26,0.0,0.0,8.0,0.0,8215.0,0.37200000000000005,16.0,11264.48,11264.48,10000.0,1264.48,0.0,0.0,0.0,4.84,1,0,0,0
12000.0,12000.0,12000.0,0.09910000000000001,386.7,50000.0,16.44,0.0,1.0,11.0,0.0,14335.0,0.293,25.0,13921.18,13921.18,12000.0,1921.18,0.0,0.0,0.0,392.03,1,0,0,0
25000.0,25000.0,23088.16106,0.1349,575.12,67000.0,14.15,0.0,0.0,6.0,0.0,15319.0,0.912,21.0,23880.65,20309.6,13833.2,8008.11,28.76,2010.58,361.9044,1179.0,0,1,1,1
19750.0,19750.0,19725.0,0.1065,643.33,45000.0,22.8,0.0,0.0,12.0,0.0,16576.0,0.542,28.0,11930.65,11915.62,8590.58,2698.78,0.0,641.29,6.412899997,787.01,1,1,0,1
10000.0,10000.0,10000.0,0.09910000000000001,322.25,31200.0,14.81,0.0,0.0,13.0,0.0,5540.0,0.27,19.0,10904.83903,10904.84,10000.0,904.84,0.0,0.0,0.0,6912.69,1,1,0,0
13650.0,13650.0,13650.0,0.1242,456.12,66000.0,24.09,0.0,0.0,11.0,0.0,8933.0,0.565,34.0,16012.11212,16012.11,13650.0,2362.11,0.0,0.0,0.0,5980.83,1,1,0,0
28000.0,11800.0,11775.0,0.1991,312.04,52000.0,20.7,0.0,0.0,10.0,0.0,29178.0,0.8759999999999999,16.0,12173.07,12147.29,4281.54,4759.37,0.0,3132.16,563.7888,312.04,1,1,1,1
18000.0,18000.0,18000.0,0.079,563.23,56964.0,27.55,0.0,0.0,7.0,0.0,17381.0,0.7659999999999999,20.0,20276.0603,20276.06,18000.0,2276.06,0.0,0.0,0.0,567.29,1,1,0,0
2500.0,2500.0,2500.0,0.1427,85.78,49500.0,10.33,0.0,1.0,7.0,0.0,9868.0,0.377,20.0,2529.902083,2529.9,2500.0,29.9,0.0,0.0,0.0,2530.74,1,1,0,0
21000.0,21000.0,20120.80657,0.203,559.89,70000.0,23.21,0.0,2.0,17.0,0.0,12508.0,0.7070000000000001,25.0,27097.72185,24863.3,21000.0,6097.72,0.0,0.0,0.0,17029.75,1,1,1,0
35000.0,35000.0,35000.0,0.08900000000000001,1111.37,125000.0,22.71,0.0,0.0,8.0,0.0,9051.0,0.348,32.0,40009.00999,40009.01,35000.0,5009.01,0.0,0.0,0.0,1123.85,0,1,0,0
10000.0,10000.0,10000.0,0.0751,311.11,33000.0,9.75,0.0,1.0,9.0,0.0,68.0,0.006,19.0,11028.3575,11028.36,10000.0,1028.36,0.0,0.0,0.0,4190.34,1,0,0,0
7000.0,7000.0,7000.0,0.12689999999999999,234.82,30000.0,15.8,0.0,2.0,7.0,0.0,15455.0,0.47600000000000003,11.0,8453.250717,8453.25,7000.0,1453.25,0.0,0.0,0.0,238.06,1,1,0,0
